netID,score
colluder,2.1927999999999965
copier,1.708900000000001
faker,2.741572222222227
feeder,1.8475000000000115
gambler,2.814233333333338
greedy,2.428572222222216
nash,1.8177777777777915
safe,2.258366666666671
spnash,2.5002500000000016
versus,2.751661111111099
