netID,score
colluder,0.8046719600725909
colluder,0.8043859649122783
colluder,0.8053979128856601
colluder,0.801812159709615
colluder,0.8086042044767073
colluder,0.7998790078644873
colluder,0.8027828191167552
colluder,0.8047186932849342
colluder,0.8040945251058648
colluder,0.8018753781004203
colluder,0.8031155474894095
colluder,0.8003162431941891
colluder,0.7945553539019933
colluder,0.7995297943133667
colluder,0.8015096793708378
colluder,0.805186176648516
colluder,0.8006654567453084
colluder,0.796504990925587
colluder,0.8005142165759206
colluder,0.805609649122804
colluder,0.7972474289171168
colluder,0.8026618269812442
colluder,0.8070477918935238
colluder,0.7992740471869292
colluder,0.8000302480338759
colluder,0.7971264367816059
colluder,0.7999395039322423
colluder,0.8075015124016922
colluder,0.8009981851179643
colluder,0.801526164549302
colluder,0.8016004234724728
colluder,0.8007369933454309
colluder,0.7922097701149389
colluder,0.7999092558983638
colluder,0.8067453115547459
colluder,0.8030550514216551
colluder,0.801845130066543
colluder,0.7995765275257085
colluder,0.8026013309134876
colluder,0.8029340592861445
colluder,0.8024033575317596
colluder,0.8057471264367797
colluder,0.7987735934664225
colluder,0.8016031457955214
colluder,0.8013914095583758
colluder,0.7947203569267975
colluder,0.7981686327888654
colluder,0.7994555353901966
colluder,0.7977616454930411
colluder,0.8065473381730184
colluder,0.8000137628554105
colluder,0.8007369933454312
colluder,0.8022081064730768
colluder,0.8055353901996347
faker,0.8222447065940711
faker,0.8154003327283729
gambler,0.8155983061101
gambler,0.8114771627344223
