netID,score
colluder,1.2075655172413664
colluder,1.2049534482758482
colluder,1.2089971264367683
colluder,1.1962488505747
colluder,1.2154235632183779
colluder,1.2065833333333196
colluder,1.1914316091953885
colluder,1.211066091954009
colluder,1.2110137931034355
colluder,1.2157580459769988
colluder,1.2138247126436659
colluder,1.205726436781595
colluder,1.200564367816079
colluder,1.214326436781596
colluder,1.2094149425287235
colluder,1.2102718390804457
colluder,1.2108988505746994
colluder,1.2135425287356183
colluder,1.2035425287356185
colluder,1.2149114942528614
colluder,1.1917557471264226
colluder,1.199341954022974
faker,1.2848068965517148
faker,1.2689862068965403
faker,1.2810241379310254
faker,1.2762810344827502
gambler,1.2409534482758533
gambler,1.253716091954016
gambler,1.2243839080459697
gambler,1.237922988505739
