netID,score
colluder,1.1208712121212188
colluder,1.159988636363644
faker,1.5976590909091006
faker,1.6078484848484933
faker,1.5483560606060662
faker,1.6035795454545543
gambler,1.5263825757575813
gambler,1.5223333333333382
gambler,1.5836212121212174
gambler,1.5296250000000062
nash,1.1484848484848569
nash,1.121969696969704
