netID,score
colluder,1.9039404761904735
colluder,1.9069714285714272
colluder,1.915411904761903
colluder,1.8969714285714285
colluder,1.8861047619047626
colluder,1.912166666666665
faker,2.1964357142857116
faker,2.2089499999999966
faker,2.1521142857142803
gambler,2.1242833333333317
gambler,2.1256214285714248
gambler,2.124714285714283
nash,1.9319047619047587
nash,1.899999999999996
nash,1.8976190476190475
