netID,score
colluder,0.5036766304347812
colluder,0.513604166666665
colluder,0.5173097826086943
colluder,0.515403079710144
colluder,0.5175434782608687
faker,0.6303867753623184
faker,0.6445054347826077
faker,0.6398134057971006
faker,0.6478632246376802
faker,0.6377490942028975
gambler,0.6182653985507252
gambler,0.6134963768115947
gambler,0.6090471014492755
gambler,0.6054067028985506
gambler,0.6020489130434791
spnash,0.31707699275362317
spnash,0.3254719202898551
spnash,0.3262916666666667
spnash,0.32282065217391304
versus,0.24392300724637564
versus,0.23932880434782497
versus,0.23370833333333227
versus,0.24047373188405693
versus,0.24484601449275212
