netID,score
colluder,0.6687291666666675
colluder,0.6572309782608711
colluder,0.654889492753624
colluder,0.6628650362318841
colluder,0.6535706521739141
colluder,0.649966485507247
colluder,0.6717273550724636
faker,0.7754257246376818
faker,0.7815425724637688
faker,0.7768432971014515
faker,0.779633152173914
faker,0.7818043478260878
faker,0.7913768115942044
faker,0.7938759057971017
gambler,0.7522418478260859
gambler,0.767519927536231
gambler,0.7511376811594216
gambler,0.7567798913043484
gambler,0.7543795289855079
gambler,0.7553288043478256
gambler,0.7536376811594202
spnash,0.3468025362318838
spnash,0.3456195652173913
spnash,0.34235597826087
